{'bleu': 0.35570255994157035, 'precisions': [0.6526315789473685, 0.3723404255319149], 'brevity_penalty': 0.7215772849379724, 'length_ratio': 0.753968253968254, 'translation_length': 95, 'reference_length': 126}
{'bleu': 0.488203895736059, 'precisions': [0.6193560156891362, 0.4941350327883994], 'brevity_penalty': 0.8824868404224192, 'length_ratio': 0.8888798800016215, 'translation_length': 21926, 'reference_length': 24667}
{'bleu': 0.48678289757512194, 'precisions': [0.6192990441511151, 0.49361662902705444], 'brevity_penalty': 0.8804206408483367, 'length_ratio': 0.8870316537467701, 'translation_length': 21970, 'reference_length': 24768}
{'bleu': 0.48679458622078, 'precisions': [0.6179591836734694, 0.4922850844966936], 'brevity_penalty': 0.8825869578835208, 'length_ratio': 0.8889695210449927, 'translation_length': 22050, 'reference_length': 24804}
{'bleu': 0.48755465249917723, 'precisions': [0.6184942346823423, 0.49281135531135534], 'brevity_penalty': 0.8831106537735076, 'length_ratio': 0.8894385456885456, 'translation_length': 22115, 'reference_length': 24864}
{'bleu': 0.48776366026093654, 'precisions': [0.6173579801623084, 0.49178232286340395], 'brevity_penalty': 0.8852265906603751, 'length_ratio': 0.8913357981031989, 'translation_length': 22180, 'reference_length': 24884}
{'bleu': 0.4879506418273737, 'precisions': [0.6159104195709852, 0.4906193078324226], 'brevity_penalty': 0.8876562192341463, 'length_ratio': 0.8935187045445413, 'translation_length': 22237, 'reference_length': 24887}
{'bleu': 0.48805725814019474, 'precisions': [0.6148390861349252, 0.4897504658879142], 'brevity_penalty': 0.8894112381513701, 'length_ratio': 0.895098433105665, 'translation_length': 22279, 'reference_length': 24890}
{'bleu': 0.4877520011730458, 'precisions': [0.6143202579258463, 0.4893665260962227], 'brevity_penalty': 0.8895789789951583, 'length_ratio': 0.8952495490078172, 'translation_length': 22332, 'reference_length': 24945}
{'bleu': 0.48822001015570793, 'precisions': [0.6142225003352255, 0.48938577830081925], 'brevity_penalty': 0.8904858901186049, 'length_ratio': 0.8960669657161167, 'translation_length': 22373, 'reference_length': 24968}
{'bleu': 0.48935612390302063, 'precisions': [0.6151685393258427, 0.49063078520792885], 'brevity_penalty': 0.8907392128080069, 'length_ratio': 0.8962954082244335, 'translation_length': 22428, 'reference_length': 25023}
{'bleu': 0.4901655975444077, 'precisions': [0.6157267390144102, 0.4913070894514008], 'brevity_penalty': 0.8911941035347918, 'length_ratio': 0.8967057509771078, 'translation_length': 22484, 'reference_length': 25074}
{'bleu': 0.4903721192684111, 'precisions': [0.6160642926915905, 0.49147893340527904], 'brevity_penalty': 0.8911694650608004, 'length_ratio': 0.896683521121153, 'translation_length': 22522, 'reference_length': 25117}
{'bleu': 0.4910576473465076, 'precisions': [0.6171547193145179, 0.49286576911034574], 'brevity_penalty': 0.8903712403010412, 'length_ratio': 0.89596359319351, 'translation_length': 22641, 'reference_length': 25270}
{'bleu': 0.49159754276286627, 'precisions': [0.6166270574773347, 0.4924009448678522], 'brevity_penalty': 0.8921522514489842, 'length_ratio': 0.8975706103100928, 'translation_length': 22722, 'reference_length': 25315}
{'bleu': 0.4913436548978312, 'precisions': [0.6170698511656496, 0.49299719887955185], 'brevity_penalty': 0.8908323137881159, 'length_ratio': 0.89637937819756, 'translation_length': 22777, 'reference_length': 25410}
{'bleu': 0.4913689123856085, 'precisions': [0.6163963174046471, 0.4923411623673578], 'brevity_penalty': 0.8919583702416879, 'length_ratio': 0.8973955464631364, 'translation_length': 22810, 'reference_length': 25418}
{'bleu': 0.49266082815295265, 'precisions': [0.6174696161580834, 0.4937571947223944], 'brevity_penalty': 0.8922437572590025, 'length_ratio': 0.8976532454281454, 'translation_length': 22874, 'reference_length': 25482}
{'bleu': 0.4930464508977106, 'precisions': [0.617906023886322, 0.49406259656557633], 'brevity_penalty': 0.8923508345718808, 'length_ratio': 0.8977499510858932, 'translation_length': 22942, 'reference_length': 25555}
{'bleu': 0.49306244820170786, 'precisions': [0.6178327310723148, 0.49384893513823364], 'brevity_penalty': 0.8926257496243473, 'length_ratio': 0.8979982797716788, 'translation_length': 22969, 'reference_length': 25578}
{'bleu': 0.4926176229758684, 'precisions': [0.616095044009886, 0.4920955559458985], 'brevity_penalty': 0.8946668899641248, 'length_ratio': 0.8998439328911432, 'translation_length': 23063, 'reference_length': 25630}
{'bleu': 0.49354117716825796, 'precisions': [0.6165082108902333, 0.49273459383753504], 'brevity_penalty': 0.895462561224792, 'length_ratio': 0.9005643121229812, 'translation_length': 23140, 'reference_length': 25695}
{'bleu': 0.4933456733532, 'precisions': [0.6166995962546173, 0.49267040758623687], 'brevity_penalty': 0.8950272400746228, 'length_ratio': 0.9001701206309929, 'translation_length': 23282, 'reference_length': 25864}
{'bleu': 0.49360964826746767, 'precisions': [0.6169774919614148, 0.4929008727367461], 'brevity_penalty': 0.8950951130869981, 'length_ratio': 0.9002315708220764, 'translation_length': 23325, 'reference_length': 25910}
{'bleu': 0.49420487820714554, 'precisions': [0.6173515200752555, 0.49337432877186904], 'brevity_penalty': 0.8954729939359476, 'length_ratio': 0.9005737610227579, 'translation_length': 23387, 'reference_length': 25969}
{'bleu': 0.4946439556472543, 'precisions': [0.6170185540626999, 0.4931530519676876], 'brevity_penalty': 0.896711484810208, 'length_ratio': 0.9016960886119765, 'translation_length': 23445, 'reference_length': 26001}
{'bleu': 0.49485201053612154, 'precisions': [0.6166553133514986, 0.4928636108835324], 'brevity_penalty': 0.8976162844373166, 'length_ratio': 0.9025168107588857, 'translation_length': 23488, 'reference_length': 26025}
{'bleu': 0.4946256124169197, 'precisions': [0.6167191087677524, 0.4929801894918174], 'brevity_penalty': 0.89705312768183, 'length_ratio': 0.9020059064933073, 'translation_length': 23518, 'reference_length': 26073}
{'bleu': 0.49418455298000996, 'precisions': [0.6177877492274478, 0.4935259818213], 'brevity_penalty': 0.8949824304919032, 'length_ratio': 0.9001295534217345, 'translation_length': 23623, 'reference_length': 26244}
{'bleu': 0.49425481295578005, 'precisions': [0.6175401521555368, 0.4931506849315068], 'brevity_penalty': 0.8956296994413804, 'length_ratio': 0.9007156997106746, 'translation_length': 23660, 'reference_length': 26268}
{'bleu': 0.49451461554915793, 'precisions': [0.6170455024670012, 0.49278147958311974], 'brevity_penalty': 0.8967953498927294, 'length_ratio': 0.9017721326437481, 'translation_length': 23713, 'reference_length': 26296}
{'bleu': 0.4943109256650651, 'precisions': [0.6171019376579613, 0.4927894871576073], 'brevity_penalty': 0.8963776873069369, 'length_ratio': 0.9013934768576527, 'translation_length': 23740, 'reference_length': 26337}
